Unnamed,이름,이메일,견종,견종_코드,크기,크기_코드,색상,색상_코드,연령대,연령대_코드,상태,상태_코드,브랜드,브랜드_코드,사료,사료_코드,평점,후기,주소,국가,시도,시군구,CP,CF,CR,CB,CA,PO,WA,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41,field_42,field_43,field_44,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54,field_55,field_56,field_57,field_58,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,field_74,field_75,field_76,field_77,field_78,field_79,field_80,field_81,field_82,field_83
669,아롱이,dummy824@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,이퀄리브리오 퍼피,EQ,퍼피,EQ005,4,폭풍 눈물이 멈췄다. 좀더 지켜보면서 먹여야겠다,광주 북구,대한민국,광주광역시,북구,32.0,20.0,7.0,3.0,1.3,0.8,10.0,AOC,APBP,EF,BRB,BMA,BCG,APF,HFO,BL,BBP,HBYEA,HCCHL,GPC,HHPSM,CYSE,HCCHL,HPRO,HIN,GPDP,HCAPR,AHYC,FMV,GCMP,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
670,붕붕이,dummy842@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,유루증,EP,이퀼리브니오 퍼피,EQ,퍼피,EQ005,4,잘 먹기도 하고 눈물이 조금씩 좋아지는 것 같다.,광주 동구,대한민국,광주광역시,동구,32.0,20.0,7.0,3.0,1.3,0.8,10.0,AOC,APBP,EF,BRB,BMA,BCG,APF,HFO,BL,BBP,HBYEA,HCCHL,GPC,HHPSM,CYSE,HCCHL,HPRO,HIN,GPDP,HCAPR,AHYC,FMV,GCMP,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
671,석탄이,dummy908@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,이퀄리브리오 퍼피,EQ,퍼피,EQ005,4,로얄캐닌보다 기름기가 적고 알은 비슷한 사이즈며 확실히 유류증에 효과가 있음.,경북 안동시,대한민국,경상북도,안동시,32.0,20.0,7.0,3.0,1.3,0.8,10.0,AOC,APBP,EF,BRB,BMA,BCG,APF,HFO,BL,BBP,HBYEA,HCCHL,GPC,HHPSM,CYSE,HCCHL,HPRO,HIN,GPDP,HCAPR,AHYC,FMV,GCMP,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
672,우비,dummy954@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,이퀄리브리오,EQ,퍼피,EQ005,4,기호성이 좋다. 잘 먹는 것 같다.,인천 미추홀수,대한민국,인천광역시,미추홀구,32.0,20.0,7.0,3.0,1.3,0.8,10.0,AOC,APBP,EF,BRB,BMA,BCG,APF,HFO,BL,BBP,HBYEA,HCCHL,GPC,HHPSM,CYSE,HCCHL,HPRO,HIN,GPDP,HCAPR,AHYC,FMV,GCMP,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
673,슬미,dummy330@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,프리스크립션 다이어트,PS,i/d 위장관 장애,PS009,3,췌장염 진단을 받고 병원 처방으로 먹이고 있는데 아이가 잘 안 먹으려고 해요.. 맛이 없는건지 어떤건지는 모르겠지만 너무 안 먹네요..,경기도 여주시,대한민국,경기도,여주시,27.0,14.8,0.0,1.4,1.13,0.88,0.0,BRB,BMA,ACMP,BOBP,AE,HPF,BOMG,HNFE,BBP,HLACT,HNFE,HOSO,GPC,GCS,HDP,FMV,GCALC,CPLSH,HCCHL,FLTRY,TA,FMMI,FVE,HNFE,HBC,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
674,달월이,dummy406@dummy.dummy,닥스훈트,MDH,중형견,M,블랙,BL,노견,S,장염 및 소화기계,GP,프리스크립션 다이어트,PS,i/d 위장관 장애,PS009,4,변냄새가 거의 없다. 응가가 쉽게 가루로 부서진다.,경기도 의정부시,대한민국,경기도,의정부시,27.0,14.8,0.0,1.4,1.13,0.88,0.0,BRB,BMA,ACMP,BOBP,AE,HPF,BOMG,HNFE,BBP,HLACT,HNFE,HOSO,GPC,GCS,HDP,FMV,GCALC,CPLSH,HCCHL,FLTRY,TA,FMMI,FVE,HNFE,HBC,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
675,구름이,dummy586@dummy.dummy,웰시코기,MWC,중형견,M,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,프리스크립션 다이어트,PS,i/d 위장관 장애,PS009,5,변 상태가 좋아졌음. 건강해지는것같다. 우리 강아지가 맛있게 먹어서 좋음,전북 남원,대한민국,전라북도,남원시,27.0,14.8,0.0,1.4,1.13,0.88,0.0,BRB,BMA,ACMP,BOBP,AE,HPF,BOMG,HNFE,BBP,HLACT,HNFE,HOSO,GPC,GCS,HDP,FMV,GCALC,CPLSH,HCCHL,FLTRY,TA,FMMI,FVE,HNFE,HBC,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
676,힐스,dummy965@dummy.dummy,리트리버,BRT,대형견,B,블랙,BL,성견,A,장염 및 소화기계,GP,프리스크립션 다이어트 ,PS,i/d 위장관 장애,PS009,4,기호성도 좋고 변 상태도 많이 좋아졌다.,인천 중구,대한민국,인천광역시,중구,27.0,14.8,0.0,1.4,1.13,0.88,0.0,BRB,BMA,ACMP,BOBP,AE,HPF,BOMG,HNFE,BBP,HLACT,HNFE,HOSO,GPC,GCS,HDP,FMV,GCALC,CPLSH,HCCHL,FLTRY,TA,FMMI,FVE,HNFE,HBC,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
677,아로미,dummy331@dummy.dummy,진돗개,BJD,대형견,B,브린들,BR,성견,A,임신중,DP,도그랑,DR,훼미리 고급성견용,DR003,3,대체로 건강한데 출산후는 변비가와요.,경기도 이천시,대한민국,경기도,이천시,20.0,6.0,10.0,5.0,0.8,1.5,0.0,ACMP ,AMM,BGRA,HPO,BGBP,HCF,BBP,HBYEA,CGA,FLLYS,FMETH,FMV,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
678,레브,dummy336@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,피부병,SD,스페시픽,SP,COD-HY 알러지 매니지먼트 플러스,SP004,3,알러지에 좋다고해서 먹이고 있지만 현재 별 착오는 안보여서 조금속상해요.긁는건 조금 덜하는거 같아요.,서울 동작구,대한민국,서울특별시,동작구,22.8,15.3,0.0,6.1,1.08,0.88,8.5,BR,BRP,EHSPR,HFO,HCEL,FMMI,HSUN,FMV,GTE,HBO,CPLSH,HNAO,O3,CH,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
679,시엘,dummy339@dummy.dummy,닥스훈트,MDH,중형견,M,브라운,BR,강아지,P,12개월 이하 아기,BU12,로얄캐닌 닥스훈트 전용. 맥아덤.    정관장 지니펫,RN,닥스훈트 어덜트,RN061,4,아투 사료를 먹였는데 냄새가 너무 나서 로얄캐닌으로 변경후 주변인이 추천해준 맥아덤 급여중인데 너무 비싸서 현재는 섞여먹이고 있어요.  사료 구입하는데 강아지가 잘먹는게 제일 우선입니다. 가능하면 샘플을 먹여보고 구입하는 편입니다.,서울시 은평구,대한민국,서울특별시,은평구,28.0,14.0,6.4,2.9,0.8,0.66,0.0,BR,APM,HANI,AHAP,HDF,BBP,FMMI,HFO,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
680,앤지,dummy401@dummy.dummy,닥스훈트,MDH,중형견,M,브라운,BR,노견,S,10세 이상 노견,A10,로얄캐닌,RN,닥스훈트 어덜트,RN061,5,"잘 먹는다. 변도 좋고 탈도 없고, 이정도면 괜찮은 사료인것같다.",경기도 성남시,대한민국,경기도,성남시,28.0,14.0,6.4,2.9,0.8,0.66,0.0,BR,APM,HANI,AHAP,HDF,BBP,FMMI,HFO,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
681,아미,dummy340@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,슬개골 탈구,LP,건강백서,GB,포메라이언,GB018,4,"포메라이언전용사료입니다.
알갱이가 작아 반려견이 먹기좋은거같습니다.
나머지증상은 자세히 모르겠습니다",광주남구,대한민국,광주광역시,남구,27.0,15.0,10.0,5.0,0.9,0.6,12.0,EHSA,BR,ACMP,BMA,BCG,HANI,BBP,GPC,HCCHL,FBIOT,FVE,FMV,FMMI,GL,HCDT,HHPSM,CYSE,HC,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
682,아루,dummy811@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,성견,A,슬개골 탈구,LP,건강백서 포메라니안,GB,포메라이언,GB018,4,슬개골탈골 등 관절이 많이 약해 건강백서 포메라니안 사료가 관절이 좋다 하여 택함. 아직 관절에 좋은지는 모르겠으나 잘 먹지 않는 강아지이나 잘 먹고 잘 싸서 좋다.,부산 진구,대한민국,부산광역시,부산진구,27.0,15.0,10.0,5.0,0.9,0.6,12.0,EHSA,BR,ACMP,BMA,BCG,HANI,BBP,GPC,HCCHL,FBIOT,FVE,FMV,FMMI,GL,HCDT,HHPSM,CYSE,HC,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
683,포치,dummy849@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,귓병,ET,건강백서 포메라니안,GB,포메라이언,GB018,2,성분이 좋지 못하다는 정보를 듣고 사료를 바꾸었다.,서울 관악구,대한민국,서울특별시,관악구,27.0,15.0,10.0,5.0,0.9,0.6,12.0,EHSA,BR,ACMP,BMA,BCG,HANI,BBP,GPC,HCCHL,FBIOT,FVE,FMV,FMMI,GL,HCDT,HHPSM,CYSE,HC,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
684,본,dummy342@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,패드 습진,PE,이퀼리브리오,EQ,센서티브,EQ001,5,"유기농만 먹이려고 하는 주의인데 입이 짧고 까다로워서 입에 안맞으면 심하게는 5일까지도 굶기도 했던 아기인데 이사료는 하루에 많이는 아니여도 종이컵반컵정도로 한끼정도라도 먹어서 꾸준히 먹이고 있어요
그리고 눈물이 워낙 많은 아이여서 사료 고르는데 고생했는데 이사료로 성공했습니다^^",인천 서구,대한민국,인천광역시,서구,26.0,16.0,7.0,3.0,1.1,0.7,10.0,ALM,BRB,BCG,CDA,ESFP,APF,HFO,GPDP,BL,HBYEA,HIN,HMAN,HCCHL,GPC,CYSE,HHPSM,HCAPR,HPRO,AHYC,FMV,GCMP,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
685,뿌꾸,dummy550@dummy.dummy,스피츠,MSZ,중형견,M,퓨어화이트,PH,성견,A,유루증,EP,이퀼리브리오,EQ,센서티브,EQ001,4,눈물이 많이 줄어듦. 강아지가 잘 먹는다,강원 강릉시,대한민국,강원도,강릉시,26.0,16.0,7.0,3.0,1.1,0.7,10.0,ALM,BRB,BCG,CDA,ESFP,APF,HFO,GPDP,BL,HBYEA,HIN,HMAN,HCCHL,GPC,CYSE,HHPSM,HCAPR,HPRO,AHYC,FMV,GCMP,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
686,시오,dummy344@dummy.dummy,폼피츠,SMX,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,네츄럴 발란스 LID오리&감자 -퍼피용,NB,L.I.D 감자 & 오리고기 퍼피 포뮬라,NB011,4,원래 식탐이 많아수 알갱이가 작은 사료는 삼켰는데 네츄럴발란스 퍼피용은 알갱이가 커서 잘 씹어먹어요 ,대구광역시 달성군,대한민국,대구광역시,달성군,22.5,11.0,0.0,4.0,1.2,1.0,10.0,CPOT,ADP,ADM,HCO,CPP,CPF,HNFE,HSALO,BL,FMETH,GS,HIN,GTMM,TA,GPC,HCCHL,FMV,FVE,HCA,CYSE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
687,새벽이,dummy381@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,강아지,P,12개월 이하 아기,BU12,네츄럴 발란스,NB,L.I.D 감자 & 오리고기 퍼피 포뮬라,NB011,5,변 상태도 좋다. 잘먹는 모습도 예쁘고 만족스럽다,경기도 군포시,대한민국,경기도,군포시,22.5,11.0,0.0,4.0,1.2,1.0,10.0,CPOT,ADP,ADM,HCO,CPP,CPF,HNFE,HSALO,BL,FMETH,GS,HIN,GTMM,TA,GPC,HCCHL,FMV,FVE,HCA,CYSE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
688,하얀이,dummy571@dummy.dummy,웰시코기,MWC,중형견,M,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,네추럴발란스,NB,L.I.D 감자 & 오리고기 퍼피 포뮬라,NB011,5,기호성이 좋은것같다. 맛있게 잘 먹고 소화도 잘 시키고 응가도 좋다,대구,대한민국,대구광역시,blank,22.5,11.0,0.0,4.0,1.2,1.0,10.0,CPOT,ADP,ADM,HCO,CPP,CPF,HNFE,HSALO,BL,FMETH,GS,HIN,GTMM,TA,GPC,HCCHL,FMV,FVE,HCA,CYSE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
689,코똥,dummy346@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,슬개골 탈구,LP,아나멧 리인,AN,그레인프리 리인,AN003,5,지방률도 적고 다이어트 사료에 적합,창원시 의창구,대한민국,경상남도,창원시 의창구,30.0,7.0,6.8,3.5,0.0,0.0,10.0,AC,BPE,BCP,CPOT,CTA,ADP,EHP,HNFE,CCAR,CCL,CPAR,CLE,CWC,CSP,HBIRF,HLEC,FMETH,FLLYS,CCR,HLACA,HFOS,CYSE,GSCH,DKP,FVE,FPA,FVBTH ,FBIOT,FVBO,HLC,FVBF,FVBT,FVBS,FVA,FVBTW,FVDT,FVBN,HCCHL,GPC,FZP,FAHB,FIP,HSY,FCP,FMP,GCI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
690,졸리,dummy349@dummy.dummy,비숑프리제,MBF,중형견,M,퓨어화이트,PH,성견,A,비만,OB,로얄캐닌 유리너리 다이어트,RN,유리너리 S/O 모더레이트 칼로리,RN026,4,5킬로까지 되던 아이가 현재는 4.3킬로까지 내려갔어요.,경기 의정부시,대한민국,경기도,의정부시,20.0,11.0,0.0,6.1,0.57,0.57,0.0,BR,BMA,APM,HVEGF,BCG,FMMI,HANI,AHAP,CCHI,BWG,AE,HSO,HFO,HFOS,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
691,루루,dummy351@dummy.dummy,푸들,SPD,소형견,S,퓨어화이트,PH,강아지,P,유루증,EP,피쉬포독 화이트피쉬 퍼피,FI,화이트 피쉬 퍼피,FI002,4,"처음 6주된아가 입양했구, 이제5개월이 다되갑니다.
데려왔을때부터 눈물이심해서
맞는사료를 찾는게 중요하다는 말을들어
여러사료 많이먹여봤어요..(로얄캐닌,나우,이퀄리브리오)
영양제,껌도 눈에좋다는걸로 먹여봐도 소용이없었는데

이 사료먹이면서 눈물이 꽤잡힌거같아 재구매 예정입니다..
그런데 다른사료에비해 가격이 꽤있는편이라
조금 부담이되는건 사실이네요ㅠㅡㅠ",서울 동대문구 장안동,대한민국,서울특별시,동대문구,30.0,14.0,7.0,2.3,0.9,0.5,0.0,EWFM,ESFP,HSALO,CPOT,BPE,BBP,HY,FMMI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
692,미뇽,dummy361@dummy.dummy,푸들,SPD,소형견,S,초콜렛,CC,성견,A,피부병,SD,웰니스 그레인프리 컴플리트헬스 스몰브리드 어덜트,WE,컴플리트 헬스 스몰브리드 어덜트,WE004,5,"밀, 옥수수 등 곡물 알러지가 의심되어 그레인프리 제품들 중에서 사료 선택합니다.
허벅지 부위가 간지러워서 잘근잘근 입으로 물던 행위가 줄었습니다.
스몰브리드 제형이라 알갱이가 작고 기호성도 좋습니다.",경기 성남,대한민국,경기도,성남시,28.0,16.0,0.0,4.0,1.3,0.9,10.0,ATM,ACMP,ESFP,BW,BBRI,BBAR,BRY,HCF,EMEN,CT,CT,HNCFE,CCAR,BFP,BL,HSALO,HCCHL,CSP,FMV,FMMI,HCCHL,FVE,CSPO,CAPP,CBL,FPA,TA,GL,GCDS,CCHR,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,CGTE,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
693,리옹,dummy363@dummy.dummy,토이푸들,SPD,소형견,S,퓨어화이트,PH,강아지,P,비만,OB,네츄럴오,,그레인프리 오리,NA009,5,너무 잘먹어요!! 유기농이라 더 안심됩니다ㅎㅎ 이 사료 먹고 아프거나 그런일은 전혀 없었답니다.,경기도 남양주시,대한민국,경기도,남양주시,28.0,17.0,12.0,8.0,0.8,0.6,11.0,ADM,BOPP,AC,HCHI,COSP,CPS,HNFE,BOL,COSSM,COCAR,COPU,COSFS,BOSME,HCEL,BBP,ESAL,BOMB,BOH,HCCHL,GCALC,GCALP,GS,FLLYS,FMETH,CYSE,HIN,FMV,FMMI,CCR,HELV,HROS,HLACS,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
694,모해,dummy623@dummy.dummy,차우차우,BCC,대형견,B,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,네츄럴오그레인프리오리,,그레인프리 오리,NA009,5,기호성이 좋음. 꾸준히 이용할 생각이다. 맘에든다,경남 김해,대한민국,경상남도,김해시,28.0,17.0,12.0,8.0,0.8,0.6,11.0,ADM,BOPP,AC,HCHI,COSP,CPS,HNFE,BOL,COSSM,COCAR,COPU,COSFS,BOSME,HCEL,BBP,ESAL,BOMB,BOH,HCCHL,GCALC,GCALP,GS,FLLYS,FMETH,CYSE,HIN,FMV,FMMI,CCR,HELV,HROS,HLACS,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
695,두부,dummy369@dummy.dummy,비글,MBG,중형견,M,퓨어화이트,PH,노견,S,비만,OB,이즈칸 알러지 프리,IS,알러지프리,IS010,2,Go!사료 급여하다가 이즈칸으로 바꿨더니 살이 더 쪘어요.,대전,대한민국,대전광역시,blank,21.0,11.0,12.0,8.0,1.6,0.8,12.0,BHSP,AHYC,BBRI,HOSO,HCF,HDF,BL,GCALP,HNFE,GCS,GPC,FMETH,FMV,FVE,FPA,HCCHL,GTMM,FMMI,CYSE,HBYEA,HTC,GOM,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
696,도도,dummy371@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,성견,A,피부병,SD,아미오,AM,스킨앤뷰티,AM006,4,"사람이 먹는 음식만 줘서, 사료를 안 먹길래 까페 통해서 아미오를 추천받았어요. 급여 중인데 급여를 시작한지 얼마 지나지 않아서 효능은 잘 모르겠어요.",경기도 고양시,대한민국,경기도,고양시,23.0,12.0,8.0,6.0,1.0,1.2,0.0,ESAL,BOBAR,COSP,BOBRI,COSFS,AOLM,HCF,BOL,ESAL,BOSO,BOPM,GCALP,HNFE,HRFO,BOO,HOG,HLA,FMV,FMMI,HAGA,HCCHL,HOFEP,COCAR,COCO,COS,FPA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
697,무무,dummy374@dummy.dummy,슈나우저,MSU,중형견,M,실버,SV,성견,A,장염 및 소화기계,GP,로얄캐닌,RN,가스트로 인테스티널 로우팻,RN021,4,수술 후에 로얄캐닌 처방식을 수의사가 추천해서 급여하기 시작했습니다.,경기도 고양시,대한민국,경기도,고양시,22.0,7.0,0.0,1.7,1.09,0.83,0.0,BR,APM,HANI,BMA,AHAP,HY,AE,BBP,HSO,FMMI,HVEGF,HFO,HFOS,CPLSH,HHY,CMARI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
